date,observed,trend,seasonal,residual
2017-08-01,41.0,34.436218028154556,6.3963292231283795,0.16745274871706783
2017-09-01,41.0,35.62929645493697,5.445104954490594,-0.07440140942756557
2017-10-01,41.0,36.82166229143031,3.9346205668872196,0.24371714168247394
2017-11-01,41.0,38.01279705136017,2.9576257544117546,0.02957719422808225
2017-12-01,41.0,39.20196562057713,1.9460670922084942,-0.14803271278562136
2018-01-01,41.0,40.38828563493476,1.3469194359939403,-0.7352050709286999
2018-02-01,41.0,41.57089778376881,-0.02338276270990594,-0.5475150210588993
2018-03-01,41.0,42.749317647672854,-1.606971180913549,-0.14234646675930662
2018-04-01,41.0,43.92370089817967,-3.0389474426891696,0.11524654450950322
2018-05-01,41.0,45.09518167647165,-4.76783871084932,0.6726570343776714
2018-06-01,41.0,46.266406323999796,-5.94859032090222,0.6821839969024239
2018-07-01,41.0,47.439964446109045,-7.091035444595913,0.6510709984868654
2018-08-01,55.00000000000001,48.57296027607796,6.136790302890674,0.2902494210313762
2018-09-01,55.00000000000001,49.678282680000315,5.110466040413961,0.2112512795857313
2018-10-01,55.00000000000001,50.736736016118016,3.6730288885545215,0.590235095327472
2018-11-01,55.00000000000001,51.73051478787774,3.0682865347464596,0.20119867737580677
2018-12-01,55.00000000000001,52.46449282442535,2.386270041127591,0.14923713444706976
2019-01-01,55.00000000000001,51.84108248107356,2.00260479692219,1.1563127220042517
2019-02-01,55.00000000000001,49.52263491733274,1.0297415881610004,4.447623494506267
2019-03-01,55.00000000000001,47.44933668716402,-0.11908909880652273,7.669752411642506
2019-04-01,55.00000000000001,46.168798666434,-4.68113460476078,13.512335938326785
2019-05-01,55.00000000000001,45.29213704226442,-5.326346142259251,15.034209099994833
2019-06-01,55.00000000000001,44.51746881500685,-6.25101242155663,16.733543606549787
2019-07-01,55.00000000000001,43.64458605433957,-7.19456387283769,18.549977818498128
2019-08-01,40.0,42.55301535774707,5.919578710999994,-8.472594068747064
2019-09-01,40.0,41.121158635359784,4.657673032358221,-5.778831667718002
2019-10-01,40.0,39.21799051881353,3.3473818152581583,-2.5653723340716894
2019-11-01,40.0,37.522687604629056,3.0653324367806745,-0.5880200414097274
2019-12-01,40.0,37.34430764197528,2.696532995945418,-0.040840637920695144
2020-01-01,40.0,37.65032524897789,2.5505103295237728,-0.20083557850166756
2020-02-01,40.0,38.00181776062704,2.0053901842050084,-0.0072079448320465644
2020-03-01,40.0,38.371872385090214,1.2580773050411656,0.3700503098686241
2020-04-01,25.0,38.745964122412545,-6.340381942165755,-7.405582180246789
2020-05-01,25.0,39.11259803215852,-5.54135661854863,-8.571241413609894
2020-06-01,25.0,39.46969541137937,-6.159482560752472,-8.310212850626897
2020-07-01,25.0,39.81640256408718,-6.850805539331395,-7.96559702475578
2020-08-01,45.0,40.154652144778325,5.853268161849436,-1.00792030662776
2020-09-01,45.0,40.488418751798854,4.427131400142314,0.08444984805883138
2020-10-01,45.0,40.819712769142505,3.1112305813642034,1.069056649493291
2020-11-01,45.0,41.146185873691074,3.2623104986268103,0.5915036276821155
2020-12-01,45.0,41.47537806697624,3.3016158845216728,0.22300604850208572
2021-01-01,45.0,41.84325371418171,3.4140978223187175,-0.25735153650042264
2021-02-01,45.0,42.28042133033451,3.4546338001324544,-0.7350551304669679
2021-03-01,35.0,42.77719154204625,3.4066253833299314,-11.183816925376185
2021-04-01,35.0,43.302453327816814,-7.351658852076815,-0.9507944757399969
2021-05-01,35.0,43.82258753143779,-7.83132634956537,-0.9912611818724173
2021-06-01,35.0,44.31585726476333,-8.314625020217957,-1.0012322445453705
2021-07-01,35.0,44.794520666946255,-8.814620035118145,-0.9799006318281087
2021-08-01,35.0,45.284673321332775,6.556698600851132,-16.841371922183907
2021-09-01,50.0,45.80161246246017,2.983206417059963,1.215181120479869
2021-10-01,50.0,46.320732983165065,1.9004793744057724,1.7787876424291653
2021-11-01,50.0,46.708794591814915,1.8716238808086163,1.4195815273764723
2021-12-01,50.0,46.79250561262875,1.901747070755942,1.305747316615303
2022-01-01,50.0,46.56778044331505,1.940206714686258,1.4920128419986938
2022-02-01,50.0,46.212049639151516,1.9547990154944836,1.833151345353997
2022-03-01,50.0,45.838744535631115,3.211715673889087,0.9495397904797969
2022-04-01,50.0,45.44285446000014,-2.4608006747799944,7.017946214779855
2022-05-01,50.0,44.99526033777809,-2.370686700645411,7.375426362867316
2022-06-01,50.0,44.4879027676437,-2.423390893440902,7.9354881257972
2022-07-01,50.0,43.937675933371494,-2.5049287514614385,8.56725281808994
2022-08-01,50.0,43.33437033972897,6.606972713165684,0.05865694710534797
2022-09-01,40.0,42.68329792731037,-0.6389470466907452,-2.044350880619625
2022-10-01,40.0,41.99956823216279,-1.5694355033843568,-0.4301327287784318
2022-11-01,40.0,41.30052858013534,-1.5240384021114106,0.22350982197606584
2022-12-01,40.0,40.59483671393378,-1.427766975192258,0.8329302612584755
2023-01-01,40.0,39.86234270051088,-1.3326311017860994,1.4702884012752193
2023-02-01,40.0,39.07437122594375,-1.2961737326751253,2.221802506731372
2023-03-01,40.0,38.228107354981944,2.7157614886381474,-0.9438688436200948
2023-04-01,40.0,37.34410375144606,-3.2719166083857623,5.927812856939703
2023-05-01,40.0,36.45172921256767,3.590914120819938,-0.04264333338760906
2023-06-01,40.0,35.55676706483001,3.6935744829129398,0.7496584522570515
2023-07-01,40.0,34.65719968493889,3.7506070109065797,1.5921933041545344
2023-08-01,40.0,33.799088475228224,7.332491911274049,-1.1315803865022716
2023-09-01,40.0,33.0447282122081,-3.8560728966460855,10.811344684437984
2023-10-01,25.0,32.4237166664418,-4.690620624318611,-2.7330960421231865
2023-11-01,25.0,31.93101289167203,-4.659311104357775,-2.271701787314253
2023-12-01,25.0,31.54267830826466,-4.604044999454182,-1.938633308810477
2024-01-01,25.0,31.233290974581887,-4.543626191715761,-1.689664782866128
2024-02-01,25.0,30.983121374173418,-4.528126606823016,-1.454994767350403
2024-03-01,40.0,30.796306860912946,2.0025184364899413,7.201174702597111
2024-04-01,40.0,30.72997169722128,-1.1245217598490163,10.394550062627737
2024-05-01,40.0,30.816986560228795,9.42759640989008,-0.24458297011887353
2024-06-01,40.0,31.091369529378365,9.651300206137725,-0.7426697355160918
2024-07-01,40.0,31.364829791527974,9.836888452155199,-1.2017182436831746
2024-08-01,40.0,31.641099729885077,7.9661315688475085,0.39276870126741414
2024-09-01,25.0,31.922398916912094,-7.164020983706991,0.24162206679489628
2024-10-01,25.0,32.20906564911254,-7.994557631059125,0.7854919819465849
2024-11-01,25.0,32.500504426417294,-7.9720084268334865,0.47150400041618923
2024-12-01,25.0,32.79561311410268,-7.957436750009585,0.16182363590690585
2025-01-01,25.0,33.09317237625297,-7.946807547143732,-0.14636482910923831
2025-02-01,25.0,33.392089964828976,-7.9727263529393975,-0.4193636118895796
2025-03-01,35.0,33.691566116863314,1.269674607567455,0.038759275569233864
2025-04-01,35.0,33.99115492224455,1.0727489975611577,-0.06390391980570342
